I,I Certain infectious and parasitic diseases,A00-A09,A00-A09 Intestinal infectious diseases,A08,Viralandotherspecifiedintestinalinfections
I,I Certain infectious and parasitic diseases,A00-A09,A00-A09 Intestinal infectious diseases,A08.0,Rotaviralenteritis
I,I Certain infectious and parasitic diseases,A00-A09,A00-A09 Intestinal infectious diseases,A08.1,AcutegastroenteropathyduetoNorwalkagent
I,I Certain infectious and parasitic diseases,A00-A09,A00-A09 Intestinal infectious diseases,A08.2,Adenoviralenteritis
I,I Certain infectious and parasitic diseases,A00-A09,A00-A09 Intestinal infectious diseases,A08.3,Otherviralenteritis
I,I Certain infectious and parasitic diseases,A00-A09,A00-A09 Intestinal infectious diseases,A08.4,"Viralintestinalinfection,unspecified"
I,I Certain infectious and parasitic diseases,A00-A09,A00-A09 Intestinal infectious diseases,A08.5,Otherspecifiedintestinalinfections
I,I Certain infectious and parasitic diseases,A00-A09,A00-A09 Intestinal infectious diseases,A09,Othergastroenteritisandcolitisofinfectiousandunspecifiedorigin
I,I Certain infectious and parasitic diseases,A00-A09,A00-A09 Intestinal infectious diseases,A09.0,Otherandunspecifiedgastroenteritisandcolitisofinfectiousorigin
I,I Certain infectious and parasitic diseases,A00-A09,A00-A09 Intestinal infectious diseases,A09.9,Gastroenteritisandcolitisofunspecifiedorigin
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A15,"Respiratorytuberculosis,bacteriologicallyandhistologicallyconfirmed"
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A15.0,"Tuberculosisoflung,confirmedbysputummicroscopywithorwithoutculture"
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A15.1,"Tuberculosisoflung,confirmedbycultureonly"
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A15.2,"Tuberculosisoflung,confirmedhistologically"
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A15.3,"Tuberculosisoflung,confirmedbyunspecifiedmeans"
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A15.4,"Tuberculosisofintrathoraciclymphnodes,confirmedbacteriologicallyandhistologically"
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A15.5,"Tuberculosisoflarynx,tracheaandbronchus,confirmedbacteriologicallyandhistologically"
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A15.6,"Tuberculouspleurisy,confirmedbacteriologicallyandhistologically"
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A15.7,"Primaryrespiratorytuberculosis,confirmedbacteriologicallyandhistologically"
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A15.8,"Otherrespiratorytuberculosis,confirmedbacteriologicallyandhistologically"
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A15.9,"Respiratorytuberculosisunspecified,confirmedbacteriologicallyandhistologically"
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A16,"Respiratorytuberculosis,notconfirmedbacteriologicallyorhistologically"
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A16.0,"Tuberculosisoflung,bacteriologicallyandhistologicallynegative"
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A16.1,"Tuberculosisoflung,bacteriologicalandhistologicalexaminationnotdone"
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A16.2,"Tuberculosisoflung,withoutmentionofbacteriologicalorhistologicalconfirmation"
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A16.3,"Tuberculosisofintrathoraciclymphnodes,withoutmentionofbacteriologicalorhistologicalconfirmation"
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A16.4,"Tuberculosisoflarynx,tracheaandbronchus,withoutmentionofbacteriologicalorhistologicalconfirmation"
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A16.5,"Tuberculouspleurisy,withoutmentionofbacteriologicalorhistologicalconfirmation"
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A16.7,Primaryrespiratorytuberculosiswithoutmentionofbacteriologicalorhistologicalconfirmation
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A16.8,"Otherrespiratorytuberculosis,withoutmentionofbacteriologicalorhistologicalconfirmation"
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A16.9,"Respiratorytuberculosisunspecified,withoutmentionofbacteriologicalorhistologicalconfirmation"
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A17,Tuberculosisofnervoussystem
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A17.0,Tuberculousmeningitis(G01*)
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A17.1,Meningealtuberculoma(G07*)
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A17.8,Othertuberculosisofnervoussystem
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A17.9,"Tuberculosisofnervoussystem,unspecified(G99.8*)"
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A18,Tuberculosisofotherorgans
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A18.0,Tuberculosisofbonesandjoints
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A18.1,Tuberculosisofgenitourinarysystem
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A18.2,Tuberculousperipherallymphadenopathy
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A18.3,"Tuberculosisofintestines,peritoneumandmesentericglands"
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A18.4,Tuberculosisofskinandsubcutaneoustissue
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A18.5,Tuberculosisofeye
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A18.6,Tuberculosisofear
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A18.7,Tuberculosisofadrenalglands(E35.1*)
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A18.8,Tuberculosisofotherspecifiedorgans
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A19,Miliarytuberculosis
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A19.0,Acutemiliarytuberculosisofasinglespecifiedsite
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A19.1,Acutemiliarytuberculosisofmultiplesites
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A19.2,"Acutemiliarytuberculosis,unspecified"
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A19.8,Othermiliarytuberculosis
I,I Certain infectious and parasitic diseases,A15-A19,A15-A19 Tuberculosis,A19.9,"Miliarytuberculosis,unspecified"
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A20,Plague
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A20.0,Bubonicplague
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A20.1,Cellulocutaneousplague
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A20.2,Pneumonicplague
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A20.3,Plaguemeningitis
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A20.7,Septicaemicplague
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A20.8,Otherformsofplague
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A20.9,"Plague,unspecified"
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A21,Tularaemia
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A21.0,Ulceroglandulartularaemia
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A21.1,Oculoglandulartularaemia
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A21.2,Pulmonarytularaemia
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A21.3,Gastrointestinaltularaemia
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A21.7,Generalizedtularaemia
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A21.8,Otherformsoftularaemia
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A21.9,"Tularaemia,unspecified"
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A22,Anthrax
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A22.0,Cutaneousanthrax
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A22.1,Pulmonaryanthrax
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A22.2,Gastrointestinalanthrax
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A22.7,Anthraxsepsis
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A22.8,Otherformsofanthrax
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A22.9,"Anthrax,unspecified"
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A23,Brucellosis
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A23.0,BrucellosisduetoBrucellamelitensis
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A23.1,BrucellosisduetoBrucellaabortus
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A23.2,BrucellosisduetoBrucellasuis
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A23.3,BrucellosisduetoBrucellacanis
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A23.8,Otherbrucellosis
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A23.9,"Brucellosis,unspecified"
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A24,Glandersandmelioidosis
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A24.0,Glanders
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A24.1,Acuteandfulminatingmelioidosis
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A24.2,Subacuteandchronicmelioidosis
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A24.3,Othermelioidosis
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A24.4,"Melioidosis,unspecified"
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A25,Rat-bitefevers
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A25.0,Spirillosis
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A25.1,Streptobacillosis
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A25.9,"Rat-bitefever,unspecified"
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A26,Erysipeloid
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A26.0,Cutaneouserysipeloid
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A26.7,Erysipelothrixsepsis
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A26.8,Otherformsoferysipeloid
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A26.9,"Erysipeloid,unspecified"
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A27,Leptospirosis
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A27.0,Leptospirosisicterohaemorrhagica
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A27.8,Otherformsofleptospirosis
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A27.9,"Leptospirosis,unspecified"
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A28,"Otherzoonoticbacterialdiseases,notelsewhereclassified"
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A28.0,Pasteurellosis
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A28.1,Cat-scratchdisease
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A28.2,Extraintestinalyersiniosis
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A28.8,"Otherspecifiedzoonoticbacterialdiseases,notelsewhereclassified"
I,I Certain infectious and parasitic diseases,A20-A28,A20-A28 Certain zoonotic bacterial diseases,A28.9,"Zoonoticbacterialdisease,unspecified"
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A30,Leprosy[Hansendisease]
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A30.0,Indeterminateleprosy
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A30.1,Tuberculoidleprosy
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A30.2,Borderlinetuberculoidleprosy
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A30.3,Borderlineleprosy
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A30.4,Borderlinelepromatousleprosy
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A30.5,Lepromatousleprosy
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A30.8,Otherformsofleprosy
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A30.9,"Leprosy,unspecified"
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A31,Infectionduetoothermycobacteria
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A31.0,Pulmonarymycobacterialinfection
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A31.1,Cutaneousmycobacterialinfection
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A31.8,Othermycobacterialinfections
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A31.9,"Mycobacterialinfection,unspecified"
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A32,Listeriosis
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A32.0,Cutaneouslisteriosis
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A32.1,Listerialmeningitisandmeningoencephalitis
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A32.7,Listerialsepsis
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A32.8,Otherformsoflisteriosis
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A32.9,"Listeriosis,unspecified"
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A33,Tetanusneonatorum
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A34,Obstetricaltetanus
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A35,Othertetanus
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A36,Diphtheria
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A36.0,Pharyngealdiphtheria
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A36.1,Nasopharyngealdiphtheria
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A36.2,Laryngealdiphtheria
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A36.3,Cutaneousdiphtheria
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A36.8,Otherdiphtheria
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A36.9,"Diphtheria,unspecified"
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A37,Whoopingcough
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A37.0,WhoopingcoughduetoBordetellapertussis
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A37.1,WhoopingcoughduetoBordetellaparapertussis
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A37.8,WhoopingcoughduetootherBordetellaspecies
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A37.9,"Whoopingcough,unspecified"
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A38,Scarletfever
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A39,Meningococcalinfection
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A39.0,Meningococcalmeningitis(G01*)
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A39.1,Waterhouse-Friderichsensyndrome(E35.1*)
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A39.2,Acutemeningococcaemia
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A39.3,Chronicmeningococcaemia
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A39.4,"Meningococcaemia,unspecified"
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A39.5,Meningococcalheartdisease
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A39.8,Othermeningococcalinfections
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A39.9,"Meningococcalinfection,unspecified"
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A40,Streptococcalsepsis
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A40.0,"Sepsisduetostreptococcus,groupA"
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A40.1,"Sepsisduetostreptococcus,groupB"
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A40.2,"Sepsisduetostreptococcus,groupD"
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A40.3,SepsisduetoStreptococcuspneumoniae
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A40.8,Otherstreptococcalsepsis
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A40.9,"Streptococcalsepsis,unspecified"
I,I Certain infectious and parasitic diseases,A30-A49,A30-A49 Other bacterial diseases,A41,Othersepsis
